Entity,Year,Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Financial flows to developing countries (US $),Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density\n(P/Km2),Land Area(Km2),Latitude,Longitude
Suriname,2018,97.4,93.3,330.66,290000,17.55,0.89,0,1,52.910053,21688.73,3.57,2210.000038,,4.948270766,6938.086981,4,163820,3.919305,-56.027783
Ukraine,2019,100,94.9,,,7.44,57.79,83,11.87,62.144634,21661.146,6.95,174729.9957,3.2903612,3.199503862,3661.456204,75,603550,48.379433,31.16558
Suriname,2019,97.82542,93.9,327.6,22500000,14.4,0.99,0,0.96,49.230766,21629.324,3.97,2650.000095,,1.098467778,6853.693411,4,163820,3.919305,-56.027783
Barbados,2020,100,100,174.06,,,0.93,0,0.07,7,21577.828,,,,-18.9795097,15373.8547,668,430,13.193887,-59.543198
Bosnia and Herzegovina,2018,100,44.7,,,35.4,11.76,0,6.48,35.526318,21542.352,6.54,22600.00038,,3.740071092,6070.349081,64,51197,43.915886,17.679076
Latvia,2020,100,100,,,,2.08,0,3.64,63.636368,21535.734,,,24.768972,-3.618565992,17726.25294,30,64589,56.879635,24.603189
Puerto Rico,2020,100,,126.71,,,16.67,0,0.47,2.7421238,21459.73,,,,-3.903305193,32290.92114,368,9104,18.25,-66.5
Turkey,2020,100,95.2,585.71,,,177.08,0,128.34,42.02082,21435.07,,,19.15011,1.793551396,8536.43332,110,783562,38.963745,35.243322
Equatorial Guinea,2017,66.30864,24.2,99.52,,3.54,0.9,0,0.44,32.83582,21365.682,4.7,5800.000191,,-5.667502957,9667.857801,50,28051,1.650801,10.267895
Turkey,2018,100,95.2,512.88,1062530000,11.83,206.09,0,97.77,32.176003,21345.375,2.59,,14.846624,2.979885235,9454.348443,110,783562,38.963745,35.243322
Nauru,2020,100,100,179.71,,,0.04,0,0,0,21142.482,,,,1.149425287,10580.26819,541,21,-0.522778,166.931503
Mongolia,2017,92.512566,47.2,57.78,84180000,3.19,5.27,0,0.25,4.5289855,21043.662,6.08,19579.99992,,5.63687639,3687.100003,2,1564116,46.862496,103.846656
Montenegro,2016,100,61.5,,,43.89,1.3,0,1.84,58.598724,21028.148,3.47,2150.000095,,2.949280321,7028.936577,47,13812,42.708678,19.37439
Bosnia and Herzegovina,2017,100,43.6,,,18.52,11.68,0,3.78,24.450193,20939.965,6.12,22680.00031,,3.171434875,5394.268944,64,51197,43.915886,17.679076
Ukraine,2020,100,94.9,,,,54.5,76.2,17.56,63.240257,20916.844,,,4.8960786,-4.000006101,3724.938437,75,603550,48.379433,31.16558
Bosnia and Herzegovina,2016,100,45.2,,,23.03,11.37,0,5.62,33.07828,20852.678,6.33,22340.00015,,3.149806916,4994.971551,64,51197,43.915886,17.679076
Thailand,2018,99.82,81.7,163.82,296130000,23.7,156.26,0,25.84,14.190005,20834.088,4.5,257049.9878,6.3802214,4.189585496,7296.879608,137,513120,15.870032,100.992541
Turkey,2016,100,95.1,431.5,1364150000,13.23,183.45,0,90.24,32.97161,20824.393,2.72,,14.479534,3.323084208,10894.60338,110,783562,38.963745,35.243322
Thailand,2019,99.9,82.7,170.3,99160000,23.96,162.59,0,28.02,14.700173,20792.385,4.52,267089.9963,6.9562197,2.266433672,7817.009671,137,513120,15.870032,100.992541
Mauritius,2017,99.61,97.1,156.08,340000,9.42,2.52,0,0.45,15.151515,20786.77,2.25,4170.000076,,3.814152108,10484.90836,626,2040,-20.348404,57.552152
Argentina,2019,100,99.9,283.38,474460000,10.74,90.56,7.97,34.63,31.991589,20725.168,3.35,168100.0061,11.926772,-2.025934237,10056.63794,17,2780400,-38.416097,-63.616672
Bosnia and Herzegovina,2019,100,45,,,37.02,10.36,0,6.31,37.85243,20694.338,6.14,21069.99969,,2.831002603,6119.762345,64,51197,43.915886,17.679076
Montenegro,2019,100,62,,,38.74,1.5,0,1.93,56.26822,20460.55,3.4,2599.999905,,4.062944992,8910.650834,47,13812,42.708678,19.37439
Mongolia,2020,98.1,51.8,84.37,,,6.04,0,0.68,10.119048,20376.916,,,,-4.557751973,4060.950518,2,1564116,46.862496,103.846656
Suriname,2020,98.20477,94.5,325.78,,,0.94,0,0.98,51.041668,20356.205,,,,-15.90795119,4916.605666,4,163820,3.919305,-56.027783
Thailand,2017,99.9,80.8,148,1990000,22.25,161.88,0,19.92,10.957095,20264.654,4.79,258820.0073,5.3063264,4.177681032,6593.818352,137,513120,15.870032,100.992541
Romania,2018,100,87.1,,,23.03,26.87,11.38,26.19,58.302296,20218.59,2.52,75190.00244,17.542227,4.474523775,12398.98198,84,238391,45.943161,24.96676
Uruguay,2019,99.9,100,1077.57,,60.76,1.89,0,14.16,88.224304,19985.01,2.77,6489.999771,,0.350447153,17688.01501,20,176215,-32.522779,-55.765835
Thailand,2016,99.84996,80.1,136.9,420000,22.43,161.79,0,15.97,8.984024,19981.582,5.02,261600.0061,4.5999756,3.435157717,5993.305516,137,513120,15.870032,100.992541
Paraguay,2019,99.7,68,1253.75,1160000,60.09,0.07,0,48.99,99.857315,19903.92,3.39,8210.000038,,-0.401855101,5380.963322,18,406752,-23.442503,-58.443832
Romania,2019,100,87.7,,,23.54,23.27,11.28,24.63,60.679283,19839.047,2.38,73949.99695,16.837948,4.188260341,12899.34611,84,238391,45.943161,24.96676
Uruguay,2016,99.7,100,929.73,69860000,60.32,1.34,0,12.41,90.25455,19814.26,2.82,6519.999981,,1.689798164,16715.63347,20,176215,-32.522779,-55.765835
Romania,2017,100,87.1,,,23.35,28.15,11.51,24.29,55.981236,19747.191,2.61,74209.99908,16.684114,7.319448529,10807.00917,84,238391,45.943161,24.96676
Equatorial Guinea,2016,66.17036,23.9,103.36,,3.95,0.93,0,0.47,33.57143,19728.445,4.05,6659.999847,,-8.816417232,9250.316493,50,28051,1.650801,10.267895
Mongolia,2016,89.83841,45.6,31.68,198810000,3.39,5.09,0,0.25,4.681648,19692.092,6.22,18170.00008,,1.489784485,3658.3903,2,1564116,46.862496,103.846656
Montenegro,2017,100,61.7,,,37.77,1.36,0,1.12,45.16129,19660.412,3.48,2269.999981,,4.716465276,7784.06529,47,13812,42.708678,19.37439
Georgia,2019,100,87.7,916.8,23940000,25.22,2.67,0,8.93,76.98276,19659.346,3.83,10109.99966,,4.982350475,4697.983652,57,69700,42.315407,43.356892
Saint Kitts and Nevis,2020,100,100,77.83,,,0.2,0,0.01,4.7619047,19642.783,,,,,,205,261,17.357822,-62.782998
Uruguay,2018,99.8,100,1078.68,,60.86,1.36,0,13.14,90.62069,19538.71,2.79,6539.999962,,0.477907184,18703.86029,20,176215,-32.522779,-55.765835
Bosnia and Herzegovina,2020,100,45.2,,,,10.82,0,4.9,31.170483,19464.836,,,,-3.196950134,6079.738285,64,51197,43.915886,17.679076
Georgia,2018,99.9,85.8,821.49,46330000,27.94,1.99,0,9.93,83.30537,19383.402,3.82,9569.999695,,4.842919885,4722.787783,57,69700,42.315407,43.356892
Romania,2016,99.1,86.5,,,24.4,26.33,11.29,26.97,59.235176,19323.846,2.67,71589.99634,18.943087,4.702997747,9548.587403,84,238391,45.943161,24.96676
Argentina,2020,100,99.9,311.28,,,91.58,10.06,37.05,33.967842,19314.066,,,12.179417,-9.895268964,8579.017773,17,2780400,-38.416097,-63.616672
Thailand,2020,100,83.6,171.79,,,154.52,0,24.73,13.796373,19298.086,,,6.9914207,-6.098983843,7186.874092,137,513120,15.870032,100.992541
Mauritius,2020,99.66165,96.8,198.16,,,2.17,0,0.57,20.80292,19245.18,,,,-14.89468757,8627.843157,626,2040,-20.348404,57.552152
Georgia,2016,100,81.65,731.32,90510000,27.64,2.1,0,9.25,81.497795,19119.283,4.2,9649.999619,,2.90643878,4062.169888,57,69700,42.315407,43.356892
Uruguay,2017,99.8,100,1080.97,18290000,60.82,1.32,0,12.93,90.73684,19084.248,2.71,6099.999905,,1.627753973,18690.89384,20,176215,-32.522779,-55.765835
Georgia,2017,100,84,792.98,30000000,28.03,2.1,0,9.21,81.43236,19005.781,4.04,9729.999542,,4.842603225,4357.000936,57,69700,42.315407,43.356892
Romania,2020,100,87.7,,,,19.54,11.47,24.61,64.86876,18998.812,,,17.57964,-3.930454057,12896.08862,84,238391,45.943161,24.96676
Mauritius,2016,99.48001,97.1,155.19,29400000,10.33,2.42,0,0.48,16.551723,18958.602,2.3,4039.999962,,3.837932654,9681.618567,626,2040,-20.348404,57.552152
Suriname,2016,95.816315,92,333.45,,11.29,1.12,0,0.8,41.666668,18815.174,4.14,2950.000048,,-4.915786469,5872.789429,4,163820,3.919305,-56.027783
Equatorial Guinea,2018,66.45286,24.1,97.13,,4.91,0.91,0,0.44,32.59259,18711.834,3.72,6429.999828,,-6.236550982,10005.61679,50,28051,1.650801,10.267895
Georgia,2020,100,89.1,962.41,,,2.82,0,8.34,74.731186,18696.85,,,,-6.760439817,4266.690795,57,69700,42.315407,43.356892
Mexico,2017,100,84.8,155.98,502060000,9.99,242.69,10.57,55.88,21.495113,18689.648,3.07,471579.9866,6.372722,2.113129135,9287.849587,66,1964375,23.634501,-102.552784
Maldives,2019,100,99,27.89,4020000,1.11,0.61,0,0.03,4.6875,18567.896,2.69,2109.999895,,6.883688846,10561.61351,"1,802",298,3.202778,73.22068
Mexico,2016,99.5,84.8,152.63,455350000,9.22,239.78,10.27,52.97,20.869911,18538.975,3.21,473309.9976,6.1314926,2.630532425,8744.515559,66,1964375,23.634501,-102.552784
Paraguay,2020,100,68.6,1238.3,,,0.07,0,46.43,99.849464,18493.115,,,,-0.565695447,5001.07276,18,406752,-23.442503,-58.443832
Lebanon,2019,99.97487,,50.13,320000,5.46,19.24,0,1.12,5.5009823,18447.385,3.62,27950.00076,,-7.15724707,7578.172368,667,10400,33.854721,35.862285
Lebanon,2020,100,,50.35,,,18.28,0,1.21,6.208312,18341.434,,,,-21.46426628,4649.547646,667,10400,33.854721,35.862285
Mexico,2018,99.5,84.8,175.36,300340000,10.03,259.92,13.32,58.78,21.71556,18269.648,3.09,452570.0073,6.939361,2.194994725,9686.984927,66,1964375,23.634501,-102.552784
Lebanon,2017,99.87983,,44.34,30000,3.97,19.52,0,0.52,2.5948102,18256.084,3.49,29319.99969,,0.782014001,7819.60467,667,10400,33.854721,35.862285
Montenegro,2020,100,62.4,,,,1.62,0,1.77,52.212387,17942.342,,,,-15.30689376,7677.152226,47,13812,42.708678,19.37439
Mexico,2019,99.6,84.9,201.04,338650000,10.34,248.2,10.88,59,21.969315,17903.295,3.06,449269.989,7.0507708,-0.176599456,9950.45008,66,1964375,23.634501,-102.552784
Azerbaijan,2020,100,96.8,127.35,,,23.16,0,1.22,5.0041018,17803.629,,,1.9758317,-4.3,4221.407478,123,86600,40.143105,47.576927
Lebanon,2018,99.7,,46.87,6210000,4.75,19.57,0,0.47,2.3453093,17677.684,3.36,27790.00092,,-1.702174807,8058.444337,667,10400,33.854721,35.862285
Equatorial Guinea,2019,66.600044,24,93.76,,6.58,0.95,0,0.45,32.142857,17644.693,3.01,5349.999905,,-5.978936905,8419.933336,50,28051,1.650801,10.267895
Uruguay,2020,100,100,1075.17,,,2.4,0,11.14,82.27474,17631.44,,,,-5.858721243,15438.41167,20,176215,-32.522779,-55.765835
Azerbaijan,2019,100,96.7,128.51,,1.62,22.91,0,1.69,6.869919,17546.781,4.61,35509.99832,2.674584,2.5,4805.753718,123,86600,40.143105,47.576927
Maldives,2020,100,99.2,31.1,,,0.57,0,0.04,6.557377,17308.588,,,,-33.4999021,6924.105745,"1,802",298,3.202778,73.22068
Azerbaijan,2016,100,96.2,121.57,10000,1.94,21.57,0,2,8.485363,17089.488,4.35,32240.00168,3.345908,-3.1,3880.738731,123,86600,40.143105,47.576927
Armenia,2020,100,98.1,484.04,,,2.98,2.55,1.92,59.999996,17086.047,,,,-7.4,4266.018074,104,29743,40.069099,45.038189
Maldives,2018,100,98.8,21.21,5690000,1.12,0.61,0,0.03,4.6875,17020.91,2.56,2099.999905,,8.123128908,10279.07998,"1,802",298,3.202778,73.22068
Azerbaijan,2018,100,96.6,128.32,,1.93,21.95,0,1.87,7.850546,16897.24,4.32,32729.99954,3.070157,1.5,4739.84171,123,86600,40.143105,47.576927
Lebanon,2016,99.725624,,47.45,23650000,3.96,17.82,0,0.46,2.5164113,16684.846,3.32,27809.99947,,1.582054551,7653.73363,667,10400,33.854721,35.862285
Brazil,2019,99.8,95.8,684.92,50980000,47.57,90.91,15.16,512.59,85.30534,16681.945,3.93,434299.9878,47.304844,1.411152985,8897.552966,25,8515770,-14.235004,-51.92528
Uzbekistan,2017,100,84.9,58.24,60130000,1.75,49.71,0,8.35,14.381675,16642.676,7.88,109529.9988,3.9722855,4.395274633,1916.764642,79,447400,41.377491,64.585262
Azerbaijan,2017,100,96.4,121.23,20000,1.91,21.17,0,1.79,7.7961674,16612.637,4.37,31959.99908,3.0498044,0.2,4147.089716,123,86600,40.143105,47.576927
Brazil,2017,99.8,95.7,617.89,521620000,45.33,101.9,14.86,464.4,82.4661,16608.686,4.05,456489.9902,43.280678,1.322869054,9928.675897,25,8515770,-14.235004,-51.92528
Brazil,2016,99.7,95.7,588.73,161960000,45.46,93.06,14.97,463.37,83.713684,16591.764,4.03,447079.9866,43.5387,-3.275916906,8710.06329,25,8515770,-14.235004,-51.92528
Brazil,2018,99.7,95.8,652.03,256430000,46.95,86.69,14.79,492.66,85.409164,16539.11,3.93,433989.9902,46.080498,1.783666761,9151.381732,25,8515770,-14.235004,-51.92528
Uzbekistan,2018,100,84.3,59.09,84130000,1.49,53.58,0,5.85,9.8435135,16445.74,9.05,112470.0012,2.9270332,5.354996888,1597.068337,79,447400,41.377491,64.585262
Mexico,2020,99.4,84.9,219.94,,,245.46,10.87,69.19,24.594496,16382.68,,,9.475372,-8.309034659,8329.271313,66,1964375,23.634501,-102.552784
Uzbekistan,2016,100,85.2,59.88,690000,1.61,48.75,0,7.25,12.946428,16374.342,7.82,105230.0034,3.567936,5.9321508,2704.677188,79,447400,41.377491,64.585262
Algeria,2019,99.5,99.7,15.93,60000,0.16,75.85,0,0.84,1.0953188,16259.053,5.32,171250,0.29474697,1,3989.668276,18,2381741,28.033886,1.659626
Uzbekistan,2019,100,84.6,57.96,65940000,1.57,53.64,0,6.47,10.7636,16212.221,8.37,116709.9991,3.1970327,5.709632222,1784.009816,79,447400,41.377491,64.585262
Armenia,2019,100,98,469.73,72580000,10.34,2.86,2.03,2.41,60.821915,16179.096,3.53,6170.000076,,7.599999999,4604.646324,104,29743,40.069099,45.038189
Algeria,2018,99.69784,99.6,16.25,50000,0.19,71.32,0,0.78,1.0818309,15971.084,5.19,165539.9933,0.28767928,1.1,4142.018558,18,2381741,28.033886,1.659626
Brazil,2020,100,95.9,705.9,,,81.15,13.21,520.01,86.79134,15921.327,,,49.47188,-4.059048273,6796.844542,25,8515770,-14.235004,-51.92528
Uzbekistan,2020,100,84.25,60.02,,,50.93,0,5.01,8.956025,15860.609,,,2.523421,1.714770576,1750.697113,79,447400,41.377491,64.585262
Iraq,2019,99.992004,98.9,63.34,,0.43,83.85,0,5.34,5.987218,15430.376,5.57,174559.9976,2.2772882,5.957327503,5980.626918,93,438317,33.223191,43.679291
Maldives,2016,100,98.3,17.33,10000,1.21,0.6,0,0.01,1.6393442,15410.746,2.47,1759.99999,,6.338300636,9209.443564,"1,802",298,3.202778,73.22068
Jamaica,2019,99.36762,83.4,86.03,180000,9.09,3.6,0,0.65,15.294118,15387.241,4.45,8390.000343,,0.892291654,5369.498371,273,10991,18.109581,-77.297508
Maldives,2017,99.8,98.6,22.03,20000,1.25,0.6,0,0.02,3.2258065,15375.788,2.42,1860.000014,,7.209910123,9577.346946,"1,802",298,3.202778,73.22068
Armenia,2017,99.7,98,452.37,1550000,12.56,2.7,2.41,2.25,63.315216,15302.439,3.86,5369.999886,,7.500000002,3914.527854,104,29743,40.069099,45.038189
Algeria,2016,99.35025,99.6,11.88,160000,0.08,66.43,0,0.34,0.50921077,15295.143,4.85,154910.0037,0.14580712,3.2,3946.452447,18,2381741,28.033886,1.659626
Saint Lucia,2019,99.50218,94.4,20.98,,9.75,0.35,0,0,0,15259.877,2.84,,,,,301,616,13.909444,-60.978893
Algeria,2017,99.63549,99.6,16.02,10000,0.14,70.86,0,0.64,0.8951049,15164,4.93,158339.9963,0.24701829,1.3,4109.698217,18,2381741,28.033886,1.659626
Armenia,2018,99.9,98,459.61,27690000,11.13,3.17,1.9,2.31,57.04607,15133.982,3.51,5710.000038,,5.2,4220.540321,104,29743,40.069099,45.038189
Iraq,2017,99.87207,98.7,61.54,112960000,0.57,80.07,0,2.21,2.6859505,15090.169,4.74,155080.0018,1.1253452,-1.819750351,4985.452879,93,438317,33.223191,43.679291
Algeria,2020,99.80413,99.7,15.64,,,72.01,0,0.72,0.9899628,14933.807,,,0.29789943,-5.1,3306.858208,18,2381741,28.033886,1.659626
Iraq,2018,99.9,98.8,64.78,,0.49,80.93,0,2.18,2.6230297,14896.87,5.67,163149.9939,0.9119535,2.633850991,5915.850854,93,438317,33.223191,43.679291
North Macedonia,2019,100,77.3,,,16.32,4.53,0,1.34,22.82794,14689.626,3.39,8300.000191,11.504865,3.910419538,6070.388054,83,25713,41.608635,21.745275
Albania,2018,100,79.8,,,,0,0,8.47,100,14609.701,2.57,5110.000134,,4.019359686,5287.663694,105,28748,41.153332,20.168331
North Macedonia,2016,100,74.2,,,21.37,3.56,0,2.07,36.76732,14496.338,3.49,7300.000191,18.146008,2.848205194,5149.589074,83,25713,41.608635,21.745275
Armenia,2016,99.8,97.9,448.05,120440000,13.15,2.43,2.19,2.33,65.03597,14289.046,3.93,5070.000172,,0.2,3591.828052,104,29743,40.069099,45.038189
Guyana,2019,91.91576,79.5,67.93,14630000,11.35,1.06,0,0.16,13.114754,14184.612,3.98,2849.999905,,5.352627426,6609.51128,4,214969,4.860416,-58.93018
North Macedonia,2017,100,75.45,,,19,4.31,0,1.29,23.035715,13935.601,3.51,7789.999962,11.811469,1.081772738,5450.492881,83,25713,41.608635,21.745275
North Macedonia,2018,99.8,76.8,,,20.87,3.65,0,1.96,34.93761,13911.034,3.23,7300.000191,17.787132,2.88059671,6108.740108,83,25713,41.608635,21.745275
Albania,2016,99.89,77.8,,,,0,0,7.7,100,13823.748,2.68,4480.000019,,3.314980684,4124.05539,105,28748,41.153332,20.168331
Guyana,2020,92.54054,80.6,67.6,,,1.01,0,0.15,12.931036,13816.492,,,,43.47955594,6955.939217,4,214969,4.860416,-58.93018
Iraq,2016,99.6043,98.3,63.12,260570000,0.94,72.06,0,3.4,4.505698,13748.048,4.12,142229.9957,1.8365394,13.78737302,4550.658638,93,438317,33.223191,43.679291
Jamaica,2016,96.73798,85,64.9,17580000,11.07,3.63,0,0.5,12.106537,13296.951,4.27,7570.000172,,1.375223064,4843.7499,273,10991,18.109581,-77.297508
Costa Rica,2019,99.71,95.6,622.84,680000,35.76,0.25,0,11.18,97.81277,13012.45,2.11,8239.999771,,2.256315079,12693.82796,100,51100,9.748917,-83.753428
Iraq,2020,100,99,61.9,,,86.45,0,5.3,5.776567,12996.267,,,1.646885,-15.67309279,4145.862936,93,438317,33.223191,43.679291
North Macedonia,2020,100,78.1,,,,3.86,0,1.48,27.715355,12822.86,,,14.441304,-5.208444057,5917.262575,83,25713,41.608635,21.745275
Saint Lucia,2020,100,94.3,20.89,,,0.33,0,0,0,12810.415,,,,,,301,616,13.909444,-60.978893
Costa Rica,2018,99.7,95.3,615.07,27800000,35.7,0.31,0,11.13,97.290215,12802.764,1.98,8369.999886,,2.615904404,12485.4239,100,51100,9.748917,-83.753428
Albania,2017,99.89,78.7,,,,0,0,4.48,100,12802.36,2.69,5139.999866,,3.8022274,4531.019374,105,28748,41.153332,20.168331
Costa Rica,2017,99.6,94.9,608.09,251880000,36.2,0.21,0,11.06,98.13664,12649.783,2.09,8260.000229,,4.157698963,12225.57449,100,51100,9.748917,-83.753428
Guyana,2016,89.17036,74.7,59.81,,21.41,0.95,0,0.15,13.636364,12634.438,4.14,2480.000019,,3.807918837,5811.397924,4,214969,4.860416,-58.93018
Guyana,2017,90.295815,76.2,61.44,,22.18,0.99,0,0.15,13.157896,12459.088,3.95,2470.000029,,3.734374061,6124.95367,4,214969,4.860416,-58.93018
Guyana,2018,91.19838,77.9,65.61,30810000,16.81,1,0,0.16,13.793104,12371.177,3.86,2589.999914,,4.441013589,6145.819277,4,214969,4.860416,-58.93018
Jamaica,2018,98.48712,83.9,73.81,70520000,8.88,3.48,0,0.69,16.546762,12335.036,4.28,8609.999657,,1.889923681,5359.993789,273,10991,18.109581,-77.297508
Costa Rica,2016,99.5,94.6,590.73,173040000,36.81,0.35,0,10.5,96.77419,12301.996,2.2,8079.999924,,4.204323252,12011.22275,100,51100,9.748917,-83.753428
Ecuador,2019,99.09,94.45,303.72,60120000,17.73,7.09,0,25.2,78.04273,12160.402,3.26,39290.00092,31.76902,0.012105103,6222.524653,71,283561,-1.831239,-78.183406
Dominica,2016,99.983536,89.3,104.2,,10.88,0.07,0,0.04,36.363636,12128.221,3.12,180.0000072,,2.556494913,8080.968623,96,751,15.414999,-61.370976
Ecuador,2018,98.7,94.5,308.23,890000,16.33,7.97,0,21.06,72.54564,12100.159,3.1,40139.99939,27.386934,1.289291933,6295.934662,71,283561,-1.831239,-78.183406
Jamaica,2020,100,82.7,85.65,,,3.43,0,0.64,15.724815,12098.731,,,,-10,4664.530242,273,10991,18.109581,-77.297508
Jamaica,2017,97.60958,84.5,74.17,900000,10.98,3.5,0,0.6,14.634148,11942.507,3.86,7219.99979,,0.997123062,5070.099503,273,10991,18.109581,-77.297508
Jordan,2017,100,99.9,64.75,436080000,5.26,18.1,0,1.48,7.5587335,11783.324,4.01,26149.99962,,2.087114551,4231.51828,115,89342,30.585164,36.238414
Kyrgyzstan,2018,100,76.9,582.66,80000,23.21,1.13,0,14.17,92.61438,11778.976,5.88,,,,,34,199951,41.20438,74.766098
Jordan,2016,99.958824,99.9,54.81,509070000,4.67,17.61,0,0.93,5.016181,11675.889,3.88,24819.99969,,1.994180849,4175.356602,115,89342,30.585164,36.238414
Ecuador,2017,99.2,94.4,280.86,36680000,17.05,7.4,0,20.44,73.41954,11658.197,3.18,38549.99924,28.335857,2.368386526,6213.503127,71,283561,-1.831239,-78.183406
Albania,2019,100,80.7,,,,0,0,5.17,100,11585.555,2.5,4829.999924,,2.113419982,5395.659532,105,28748,41.153332,20.168331
Dominica,2018,100,89.1,99.33,1640000,8.3,0.04,0,0.02,33.333336,11557.899,2.94,170.0000018,,2.214305241,7687.462963,96,751,15.414999,-61.370976
Costa Rica,2020,99.9,95.7,613.34,,,0.19,0,11.55,98.38161,11486.324,,,,-4.063676535,12140.85415,100,51100,9.748917,-83.753428
Colombia,2016,98.4,90.7,246.63,1454760000,30.74,25.02,0,49.54,66.44314,11435.303,2.58,82680.00031,27.708813,2.087382502,5870.777957,46,1138910,4.570868,-74.297333
Ecuador,2016,98.7,94.4,281.35,134670000,14.75,10.77,0,16.37,60.316883,11399.546,3.16,39810.00137,23.628025,-1.226383985,6060.092962,71,283561,-1.831239,-78.183406
Saint Lucia,2017,98.27981,95,4.61,9770000,10.22,0.38,0,0,0,11386.956,2.95,,,,,301,616,13.909444,-60.978893
Colombia,2017,98.5,91.2,246.81,184770000,32.53,16.07,0,61.39,79.25381,11368.834,2.44,74989.99786,32.82906,1.359360868,6376.706716,46,1138910,4.570868,-74.297333
Kyrgyzstan,2017,100,76.6,595.92,1250000,24.55,1.23,0,14.06,91.95553,11335.21,5.15,,,,,34,199951,41.20438,74.766098
Colombia,2018,98.5,92,247.06,144250000,30.72,19.11,0,60.08,75.868164,11332.247,2.29,78589.99634,31.99955,2.564324283,6729.583332,46,1138910,4.570868,-74.297333
Equatorial Guinea,2020,66.74773,24.5,90.68,,,0.92,0,0.49,34.751774,11328.123,,,,-4.893356474,7143.238705,50,28051,1.650801,10.267895
Dominica,2017,100,89.3,103.97,13270000,9.84,0.05,0,0.03,37.5,11274.687,3.02,170.0000018,,-6.79942797,7274.517731,96,751,15.414999,-61.370976
Jordan,2019,100,99.9,148.48,73760000,8.17,16.41,0,3.02,15.542974,11258.242,3.8,24629.99916,,1.955466358,4405.487109,115,89342,30.585164,36.238414
Jordan,2018,99.9,99.9,112.25,89000000,7.2,17.04,0,2.22,11.52648,11233.428,3.82,24780.00069,,1.934091701,4308.151074,115,89342,30.585164,36.238414
Colombia,2019,99.75592,92.5,245.49,152510000,30.72,23.84,0,54.31,69.49456,11221.787,2.51,81040.00092,29.890343,3.281116805,6424.979492,46,1138910,4.570868,-74.297333
Albania,2020,100,81.3,,,,0,0,5.31,100,11158.003,,,,-3.955397927,5246.292306,105,28748,41.153332,20.168331
Kyrgyzstan,2016,99.71,76.6,605.3,38220000,21.92,1.66,0,11.38,87.269936,11131.658,5.41,,,,,34,199951,41.20438,74.766098
Dominican Republic,2019,99,90.9,114.65,42670000,13.98,16.91,0,2.36,12.247015,11098.332,2.08,27229.99954,,5.05216802,8282.117131,225,48670,18.735693,-70.162651
Dominica,2019,100,89.3,99.08,8940000,8.05,0.07,0,0.02,22.222221,11049.87,2.97,170.0000018,,7.571391597,8516.280039,96,751,15.414999,-61.370976
Grenada,2017,92.193954,90.25,21.31,720000,11.48,0.21,0,0,0,10974.274,2.38,289.9999917,,4.438675669,10152.83281,331,349,12.1165,-61.679
Botswana,2016,64.17506,62.4,1.52,10000,26.13,2.52,0,0,0,10964.355,2.89,6630.000114,,7.036896951,6982.917492,4,581730,-22.328474,24.684866
Belize,2017,94.18901,82.6,293.77,10000,36.25,0.35,0,0.41,53.94737,10896.961,5.92,639.9999857,,1.813682033,4945.857699,17,22966,17.189877,-88.49765
Saint Vincent and the Grenadines,2017,99.97771,94.9,62.92,3100000,5.29,0.12,0,0.02,14.285714,10836.359,2.41,,,,,284,389,12.984305,-61.287228
Grenada,2018,92.3,89.9,24.54,,10.69,0.21,0,0,0,10724.042,2.54,319.9999928,,4.299405392,10466.88221,331,349,12.1165,-61.679
Grenada,2019,93.120964,89.6,29.95,,10.37,0.21,0,0,0,10655.754,2.68,330.0000131,,0.7355827,10827.43529,331,349,12.1165,-61.679
Kyrgyzstan,2019,99.87424,76.6,572.5,86210000,27.88,1.13,0,13.71,92.385445,10582.124,4.96,,,,,34,199951,41.20438,74.766098
Saint Lucia,2016,97.63971,95.2,4.64,,11.17,0.37,0,0,0,10549.006,2.93,,,,,301,616,13.909444,-60.978893
Dominican Republic,2018,98.9,90.4,98.92,380000,15.95,16.89,0,2.74,13.958228,10487.733,2.06,25309.99947,,6.982527585,8050.644076,225,48670,18.735693,-70.162651
Egypt,2017,100,99.9,39.42,2070240000,5.1,181.31,0,15.53,7.8896565,10471.6455,3.67,,3.8699906,,,103,1001450,26.820553,30.802498
Kyrgyzstan,2020,99.98105,76.6,563.61,,,1.37,0,14.8,91.52752,10439.837,,,,,,34,199951,41.20438,74.766098
Saint Lucia,2018,98.877396,94.8,21.08,,10.22,0.37,0,0,0,10425.025,2.86,,,,,301,616,13.909444,-60.978893
Ecuador,2020,98.85,94.3,300.29,,,6.45,0,24.83,79.37979,10374.727,,,36.035774,-7.750123377,5600.389615,71,283561,-1.831239,-78.183406
Egypt,2018,100,99.9,48.71,124930000,5.23,182.31,0,17.31,8.671476,10286.719,3.59,,4.0554056,,,103,1001450,26.820553,30.802498
