,name,isAirport,long,lat,country,town,guiness_price
617,The Pommelers Rest,False,-0.077334,51.502366,England,Tower Bridge,5.27
69,The Ice Wharf,False,-0.145664,51.540874,England,Camden,5.27
100,The Crosse Keys,False,-0.08471,51.51267,England,City of London,5.91
101,The Goodman's Field,False,-0.072858,51.511494,England,Tower Hamlets,5.91
102,The Ledger Building,False,-0.024544,51.507563,England,Docklands,5.91
103,The Liberty Bounds,False,-0.078563,51.509695,England,Tower of London,5.91
105,The Sir John Hawkshaw,False,-0.090251,51.511362,England,London,5.91
67,Shakespeare's Head,False,-0.119686,51.516816,England,Holborn,5.91
780,The Metropolitan Bar,False,-0.156875,51.522517,England,Marylebone,5.91
781,The Montagu Pyke,False,-0.12974,51.514053,England,Westminster,5.91
66,Penderel's Oak,False,-0.115481,51.517967,England,Holborn,5.91
244,The Sir John Oldcastle,False,-0.105882,51.519816,England,Farringdon,5.91
68,The Captain Flinders,False,-0.13243,51.52897,England,Euston,5.91
429,The Stargazer,False,0.002512,51.503842,England,Greenwich,6.12
27,Wetherspoon,True,-1.732618,52.453344,England,Birmingham,6.25
701,The Atrium,False,-1.717906,52.454597,England,Birmingham,6.25
737,Wetherspoons,False,-1.71707,52.453891,England,Birmingham,6.25
784,Wetherspoons,False,-0.144408,51.495295,England,Victoria,6.29
428,The Barrel Vault,False,-0.12637,51.5325544,England,Camden,6.29
99,Hamilton Hall,False,-0.080963,51.517643,England,City of London,6.29
783,The Willow Walk,False,-0.14253,51.495025,England,Victoria,6.29
339,The Crown Rivers,True,-0.4875542,51.473187,England,Hounslow,6.55
740,The Flying Horse,True,-0.163049,51.15599,England,Crawley,6.55
242,The Windmill,True,0.260748,51.890528,England,Stansted,6.55
738,The Beehive,True,-0.163049,51.15599,England,Crawley,6.55
221,The Sir Walter Scott,True,-3.362945,55.948862,Scotland,Edinburgh,6.55
470,Star Light,True,-0.44538,51.46148,England,Hounslow,6.55
746,The Red Lion,True,-0.179121,51.161299,England,Crawley,6.55
782,The Moon Under Water,False,-0.129424,51.510266,England,Westminster,6.66
